CanonicalSMILES,InChIKey,UniProtKB
CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,UPKQNCPKPOLASS-UHFFFAOYSA-N,P20815
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3,NYDCDZSEEAUOHN-IZHYLOQSSA-N,P20815
CCC(=C(C1=CC=C(C=C1)OCCN(C)C)C2=CC(=CC=C2)O)C3=CC=CC=C3,ZQZFYGIXNQKOAV-OCEACIFDSA-N,P20815
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,IDBPHNDTYPBSNI-UHFFFAOYSA-N,P20815
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,PHLBKPHSAVXXEF-UHFFFAOYSA-N,P20815
C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F,WIQRCHMSJFFONW-UHFFFAOYSA-N,P20815
COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,NRUKOCRGYNPUPR-QBPJDGROSA-N,P20815
C1CN1P(=O)(N2CC2)N3CC3,FYAMXEPQQLNQDM-UHFFFAOYSA-N,P20815
COC1=CC=C(C=C1)C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl,BUZUQNXGKRJIJT-UHFFFAOYSA-N,P20815
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,XFSBVAOIAHNAPC-XTHSEXKGSA-N,P20815
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,MTKNGOHFNXIVOS-UHFFFAOYSA-N,P20815
CC(=O)OC12C3C(CC(C3OC(=O)C4=CC=CC=C4)(C(C1O)OC)O)C56C(CCC7(C5C(C2C6N(C7)C)OC)COC)OC,FIDOCHXHMJHKRW-VHQVDBNASA-N,P20815
CCNC(=O)C1=CC=CC(=C1)C,FPINATACRXASTP-UHFFFAOYSA-N,P20815
C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C=C(C=C3)O,LJBQRRQTZUJWRC-UHFFFAOYSA-N,P20815
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,VREFGVBLTWBCJP-UHFFFAOYSA-N,P20815
COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1,XWIYFDMXXLINPU-UHFFFAOYSA-N,P20815
C1=CC(=C(C(=C1)Cl)NC2=C(C=C(C=C2)O)CC(=O)O)Cl,VNQURRWYKFZKJZ-UHFFFAOYSA-N,P20815
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,QWCRAEMEVRGPNT-UHFFFAOYSA-N,P20815
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,KFYRPLNVJVHZGT-UHFFFAOYSA-N,P20815
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,P20815
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,P20815
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,P20815
CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,QHMBSVQNZZTUGM-ZWKOTPCHSA-N,P20815
C1CN(P(=O)(OC1)NCCCl)CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,P20815
C1CNP(=O)(OC1)N(CCCl)CCCl,CMSMOCZEIVJLDB-UHFFFAOYSA-N,P20815
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,VNFPBHJOKIVQEB-UHFFFAOYSA-N,P20815
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,P20815
CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,PJVWKTKQMONHTI-UHFFFAOYSA-N,P20815
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,MBNGWHIJMBWFHU-UHFFFAOYSA-N,P20815
C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,RWNKSTSCBHKHTB-UHFFFAOYSA-N,P20815
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N,P20815
CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,VRBKIVRKKCLPHA-UHFFFAOYSA-N,P20815
COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F.C(=CC(=O)O)C(=O)O,LFMYNZPAVPMEGP-PIDGMYBPSA-N,P20815
CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O.CS(=O)(=O)O,NQHXCOAXSHGTIA-SKXNDZRYSA-N,P20815
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,BFPYWIDHMRZLRN-SLHNCBLASA-N,P20815
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,GKTWGGQPFAXNFI-HNNXBMFYSA-N,P20815
CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,PNVJTZOFSHSLTO-UHFFFAOYSA-N,P20815
C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,P20815
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,NNJVILVZKWQKPM-UHFFFAOYSA-N,P20815
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,DDLIGBOFAVUZHB-UHFFFAOYSA-N,P20815
CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C,LQCLVBQBTUVCEQ-QTFUVMRISA-N,P20815
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,PPTYJKAXVCCBDU-UHFFFAOYSA-N,P20815
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,JAQUASYNZVUNQP-PVAVHDDUSA-N,P20815
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,MKXZASYAUGDDCJ-NJAFHUGGSA-N,P20815
[U],JFALSRSLKYAFGM-UHFFFAOYSA-N,Q02318
CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PMATZTZNYRCHOR-CGLBZJNRSA-N,Q02318
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,Q02318
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,QFJCIRLUMZQUOT-KADBNGAOSA-N,Q02318
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,GMRQFYUYWCNGIN-NKMMMXOESA-N,Q02318
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,RJKFOVLPORLFTN-LEKSSAKUSA-N,Q02318
CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,XUKUURHRXDUEBC-KAYWLYCHSA-N,Q02318
C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,DNTSIBUQMRRYIU-UHFFFAOYSA-N,Q02318
CC(C)CCCC(C)C1CCC2C1(CCC3C2C(=O)C=C4C3(CCC(C4)O)C)C,YIKKMWSQVKJCOP-ABXCMAEBSA-N,Q02318
[As],RQNWIZPPADIBDY-UHFFFAOYSA-N,Q02318
CC(C)C(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O,IOWMKBFJCNLRTC-XWXSNNQWSA-N,Q02318
CC(CCCC(C)(C)O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,INBGSXNNRGWLJU-ZHHJOTBYSA-N,Q02318
CC(CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)CO,FYHRJWMENCALJY-YSQMORBQSA-N,Q02318
CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,JQXXHWHPUNPDRT-WLSIYKJHSA-N,Q02318
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,BHQCQFFYRZLCQQ-LBQHQRRMSA-N,Q02318
C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N,PWTBZOIUWZOPFT-UHFFFAOYSA-N,Q02318
CC(CCCC(C)C(=O)O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,WVXOMPRLWLXFAP-AMQKJUDNSA-N,Q02318
CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C,CGSJXLIKVBJVRY-XTGBIJOFSA-N,Q02318
CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,QYIXCDOBOSTCEI-QCYZZNICSA-N,Q02318
[Cs],TVFDJXOCXUVLDH-UHFFFAOYSA-N,Q02318
CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C,CAHGCLMLTWQZNJ-BQNIITSRSA-N,Q02318
CC(CCC=C(C)C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,AVSXSVCZWQODGV-DPAQBDIFSA-N,Q02318
C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,GIIZNNXWQWCKIB-UHFFFAOYSA-N,P10632
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,P10632
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,HEMJJKBWTPKOJG-UHFFFAOYSA-N,P10632
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,YMTINGFKWWXKFG-UHFFFAOYSA-N,P10632
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,HYAFETHFCAUJAY-UHFFFAOYSA-N,P10632
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,YASAKCUCGLMORW-UHFFFAOYSA-N,P10632
CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,GXPHKUHSUJUWKP-UHFFFAOYSA-N,P10632
CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,RZTAMFZIAATZDJ-UHFFFAOYSA-N,P10632
CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O.Cl,OWLCGJBUTJXNOF-HDNKIUSMSA-N,P10632
C1CSSC1CCCCC(=O)O,AGBQKNBQESQNJD-UHFFFAOYSA-N,P10632
C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,RWSXRVCMGQZWBV-WDSKDSINSA-N,P10632
CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,PMATZTZNYRCHOR-CGLBZJNRSA-N,P10632
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,REFJWTPEDVJJIY-UHFFFAOYSA-N,P10632
C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,BKXVVCILCIUCLG-UHFFFAOYSA-N,P10632
CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,FQZYTYWMLGAPFJ-OQKDUQJOSA-K,P10632
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,SHGAZHPCJJPHSC-YCNIQYBTSA-N,P10632
CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PCZOHLXUXFIOCF-BXMDZJJMSA-N,P10632
CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,RYMZZMVNJRMUDD-HGQWONQESA-N,P10632
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,IISBACLAFKSPIT-UHFFFAOYSA-N,P10632
CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,NCDNCNXCDXHOMX-XGKFQTDJSA-N,P10632
C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,YFSUTJLHUFNCNZ-UHFFFAOYSA-N,P10632
CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,LXMSZDCAJNLERA-ZHYRCANASA-N,P10632
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,YOSHYTLCDANDAN-UHFFFAOYSA-N,P10632
CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,NGBFQHCMQULJNZ-UHFFFAOYSA-N,P10632
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,ZPUCINDJVBIVPJ-LJISPDSOSA-N,P10632
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,GHOSNRCGJFBJIB-UHFFFAOYSA-N,P10632
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,RCINICONZNJXQF-MZXODVADSA-N,P10632
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,OGWKCGZFUXNPDA-CFWMRBGOSA-N,P10632
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,P10632
CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,WHTVZRBIWZFKQO-UHFFFAOYSA-N,P10632
COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,P10632
CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],LBFBRXGCXUHRJY-HKHDRNBDSA-M,P10632
C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,MBGGBVCUIVRRBF-UHFFFAOYSA-N,P10632
C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,ZRWWEEVEIOGMMT-UHFFFAOYSA-N,P10632
CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,FRQMUZJSZHZSGN-HBNHAYAOSA-N,P10632
C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,XUIIKFGFIJCVMT-LBPRGKRZSA-N,P10632
COC1=CC=CC2=C1OC3=CC(=C(C(=C3C2=O)O)OC)OC,FFVKXGZKJBHJMS-UHFFFAOYSA-N,P10632
C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,MRQIXHXHHPWVIL-UHFFFAOYSA-N,P10632
C1=CC=C2C(C(C=CC2=C1)O)O,QPUHWUSUBHNZCG-UWVGGRQHSA-N,P10632
C1C(C1N)C2=CC=CC=C2,AELCINSCMGFISI-DTWKUNHWSA-N,P10632
C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,SDDLEVPIDBLVHC-UHFFFAOYSA-N,P10632
C1=CC=C(C=C1)OC2=CC=C(C=C2)OCC(=O)CN3C=CC4=C3C=CC(=C4)C(=O)O,LWRJSJXIQFXIPB-UHFFFAOYSA-N,P10632
CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O,SSEBTPPFLLCUMN-UHFFFAOYSA-N,P10632
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,XFSBVAOIAHNAPC-XTHSEXKGSA-N,P10632
CC1=C(C=CC=C1Cl)N2CCN(CC2)CCC3=NN(C4=CC(=C(C=C43)OC)OC)CC5=CN=CN5.Cl.Cl,IHRBZSIEWFFJQW-UHFFFAOYSA-N,P10632
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,MTKNGOHFNXIVOS-UHFFFAOYSA-N,P10632
CC(=O)OC12C3C(CC(C3OC(=O)C4=CC=CC=C4)(C(C1O)OC)O)C56C(CCC7(C5C(C2C6N(C7)C)OC)COC)OC,FIDOCHXHMJHKRW-VHQVDBNASA-N,P10632
CC(C)C1=CC=C(C=C1)O,YQUQWHNMBPIWGK-UHFFFAOYSA-N,P10632
CN1C2CSSCC(C(=O)N(C(C(=O)SCC(C(=O)NCC1=O)NC(=O)C3=NC4=CC=CC=C4C=C3O)CSC)C)N(C(=O)CNC(=O)C(CSC(=O)C(N(C2=O)C)CSC)NC(=O)C5=NC6=CC=CC=C6C=C5O)C,UPGGKUQISSWRJJ-UHFFFAOYSA-N,P10632
CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,PHWXUGHIIBDVKD-UHFFFAOYSA-N,P10632
C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,ZFVMWEVVKGLCIJ-UHFFFAOYSA-N,P10632
C1=CC(=CC=C1CC2=CC=C(C=C2)O)O,PXKLMJQFEQBVLD-UHFFFAOYSA-N,P10632
CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,P10632
C1=CC=C(C=C1)C=CC(=O)O,WBYWAXJHAXSJNI-VOTSOKGWSA-N,P10632
CCCC1=C(C=CC(=C1)C2CCCCC2)OCCCOC3=CC=C(C=C3)C4C(=O)NC(=O)O4,CDSIXYFIAKCJFQ-UHFFFAOYSA-N,P10632
CCOC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N,ZDLBNXXKDMLZMF-UHFFFAOYSA-N,P10632
CC1=C2C(C(=O)C3(C(C(C(C2(C)C)(CC1OC(=O)C(C(C4=CC=CC=C4)NC(=O)C5=CC=CC=C5)O)O)OC(=O)C6=CC=CC=C6)C7(COC7C(C3O)O)OC(=O)C)C)OC(=O)C,NDCWHEDPSFRTDA-FJMWQILYSA-N,P10632
CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,GBBSUAFBMRNDJC-UHFFFAOYSA-N,P10632
CC(=O)O.CC(=O)O.C1CCC(CC1)N.N.Cl[Pt]Cl,TWEQNPPRXJRHHM-UHFFFAOYSA-L,P10632
C1=CC=C(C=C1)CCNN,RMUCZJUITONUFY-UHFFFAOYSA-N,P10632
C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,NAUWTFJOPJWYOT-UHFFFAOYSA-N,P10632
CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,RMRJXGBAOAMLHD-IHFGGWKQSA-N,P10632
CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,MIBATSHDJRIUJK-ROJLCIKYSA-N,P10632
C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,FGXWKSZFVQUSTL-UHFFFAOYSA-N,P10632
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,P10632
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,AIKVCUNQWYTVTO-UHFFFAOYSA-N,P10632
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,HYIMSNHJOBLJNT-UHFFFAOYSA-N,P10632
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,P10632
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,P10632
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,MJIHNNLFOKEZEW-UHFFFAOYSA-N,P10632
CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,YEEZWCHGZNKEEK-UHFFFAOYSA-N,P10632
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,FFGPTBGBLSHEPO-UHFFFAOYSA-N,P10632
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,VNFPBHJOKIVQEB-UHFFFAOYSA-N,P10632
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,P10632
CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,JQXXHWHPUNPDRT-WLSIYKJHSA-N,P10632
C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,SEEPANYCNGTZFQ-UHFFFAOYSA-N,P10632
CCNCC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,VRXFDHAGFYWGHT-UHFFFAOYSA-N,P10632
CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,OVCDSSHSILBFBN-UHFFFAOYSA-N,P10632
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,HEFNNWSXXWATRW-UHFFFAOYSA-N,P10632
C1=CN=CC=C1C(=O)NN,QRXWMOHMRWLFEY-UHFFFAOYSA-N,P10632
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,JLRGJRBPOGGCBT-UHFFFAOYSA-N,P10632
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,WOFMFGQZHJDGCX-ZULDAHANSA-N,P10632
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O,CJMNXSKEVNPQOK-LVEJAMMSSA-N,P10632
CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,JCCNYMKQOSZNPW-UHFFFAOYSA-N,P10632
CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)[O-])O)O.[Na+],GPUADMRJQVPIAS-QCVDVZFFSA-M,P10632
CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,TXCGAZHTZHNUAI-UHFFFAOYSA-N,P10632
CC(C(=O)O)OC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,BSFAVVHPEZCASB-UHFFFAOYSA-N,P10632
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,BFPYWIDHMRZLRN-SLHNCBLASA-N,P10632
COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,GKTWGGQPFAXNFI-HNNXBMFYSA-N,P10632
C(=C(Cl)Cl)(Cl)Cl,CYTYCFOTNPOANT-UHFFFAOYSA-N,P10632
CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,XIQVNETUBQGFHX-UHFFFAOYSA-N,P10632
C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,P10632
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,DBABZHXKTCFAPX-UHFFFAOYSA-N,P10632
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,XJLXINKUBYWONI-NNYOXOHSSA-N,P10632
C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,UVSMNLNDYGZFPF-UHFFFAOYSA-N,P51589
CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,GXPHKUHSUJUWKP-UHFFFAOYSA-N,P51589
