PubchemCTD,CID,CanonicalSMILES,InChIKey
D001335,88776687,C1CN(CCN(CCN1CP(=O)(CCC(=O)O)O)CP(=O)(CCC(=O)O)O)CP(=O)(CCC(=O)O)O,YAMHLBFZUOLXGL-UHFFFAOYSA-N
D002857,23976,[Cr],VYZAMTAEIAYCRO-UHFFFAOYSA-N
D000079,177,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N
C039060,3000518,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,BJDCWCLMFKKGEE-ISOSDAIHSA-N
C008922,638024,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,MXXWOMGUGJBKIW-YPCIICBESA-N
C022838,24385,Cl[Ni]Cl,QMMRZOWCJAIUJA-UHFFFAOYSA-L
D007501,10313045,[Fe],XEEYBQQBJWHFJM-IGMARMGPSA-N
C093973,4713,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,QFWCYNPOPKQOKV-UHFFFAOYSA-N
C093642,176155,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,CDMGBJANTYXAIV-UHFFFAOYSA-N
C113580,3006531,C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N,DVEXZJFMOKTQEZ-JYFOCSDGSA-N
C432165,8515,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,ACPOUJIDANTYHO-UHFFFAOYSA-N
C090942,5169,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,QHKYPYXTTXKZST-UHFFFAOYSA-N
D000111,12035,CC(=O)NC(CS)C(=O)O,PWKSKIMOESPYIA-BYPYZUCNSA-N
D003474,969516,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,VFLDPWHFBUODDF-FCXRPNKRSA-N
C059514,445154,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,LUKBXSAWLPMMSZ-OWOJBTEDSA-N
D011794,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,REFJWTPEDVJJIY-UHFFFAOYSA-N
D013755,27924,CCCCCCCCCCCCCC(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C)O)C,PHEDXBVPIONUQT-RGYGYFBISA-N
C085911,3973,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,CZQHHVNHHHRRDU-UHFFFAOYSA-N
C009687,312145,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C,QDLHCMPXEPAAMD-QAIWCSMKSA-N
D020123,21944094,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,QFJCIRLUMZQUOT-KADBNGAOSA-N
D009538,89594,CN1CCCC1C2=CN=CC=C2,SNICXCGAKADSCV-JTQLQIEISA-N
D002117,5280453,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,GMRQFYUYWCNGIN-NKMMMXOESA-N
D003907,5743,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,UREBDLICKHMUKA-CXSFZGCWSA-N
D015735,55245,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,VKHAHZOOUSRJNA-GCNJZUOMSA-N
D004958,5757,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,VOXZDWNPVJITMN-ZBRFXRBCSA-N
D011374,5994,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,RJKFOVLPORLFTN-LEKSSAKUSA-N
C070081,104741,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,VWUXBMIQPBEWFH-WCCTWKNTSA-N
D020849,54900,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,BKXVVCILCIUCLG-UHFFFAOYSA-N
D013629,20057167,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,FQZYTYWMLGAPFJ-OQKDUQJOSA-K
D014212,444795,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,SHGAZHPCJJPHSC-YCNIQYBTSA-N
D019833,5280961,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,TZBJGXHYKVUXJN-UHFFFAOYSA-N
D013749,15625,C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl,HGUFODBRKLSHSI-UHFFFAOYSA-N
D002104,23973,[Cd],BDOSMKKIYDKNTQ-UHFFFAOYSA-N
D019256,24947,Cl[Cd]Cl,YKYOUMDCQGMQQO-UHFFFAOYSA-L
C015001,544,[O-][As]([O-])[O-],OWTFKEBRIAXSMO-UHFFFAOYSA-N
C017947,443495,[O-][As]=O.[Na+],PTLRDCMBXHILCL-UHFFFAOYSA-M
D010100,977,O=O,MYMOFIZGZYHOMD-UHFFFAOYSA-N
C018021,3032536,[Cl-].[Cl-].[Co+2],GVPFVAHMJGGAJG-UHFFFAOYSA-L
D015032,23994,[Zn],HCHKCACWOHOZIP-UHFFFAOYSA-N
D000082,1983,CC(=O)NC1=CC=C(C=C1)O,RZVAJINKPMORJF-UHFFFAOYSA-N
D002251,5943,C(Cl)(Cl)(Cl)Cl,VZGDMQKNWNREIO-UHFFFAOYSA-N
D000431,702,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N
D008148,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PCZOHLXUXFIOCF-BXMDZJJMSA-N
D019821,54454,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,RYMZZMVNJRMUDD-HGQWONQESA-N
C065179,60823,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,XUKUURHRXDUEBC-KAYWLYCHSA-N
D015632,1388,CN1CCC(=CC1)C2=CC=CC=C2,PLRACCBDVIHHLZ-UHFFFAOYSA-N
D012402,6758,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,JUVIOZPCNVVQFO-HBGVWJBISA-N
D010269,15939,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,INFDPOAKFNIJBF-UHFFFAOYSA-N
D008345,23930,[Mn],PWHULOQIROXLJO-UHFFFAOYSA-N
C025340,24480,Cl[Mn]Cl,GLFNIEUTAYBVOC-UHFFFAOYSA-L
D003994,9687,CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC,CJGYSWNGNKCJSB-YVLZZHOMSA-N
C017967,5681,C1=CC2=C(C=CC=C2Cl)C(=C1)S(=O)(=O)NCCCCCCN,IDEHCMNLNCJQST-UHFFFAOYSA-N
D002953,54680783,CC1C(OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C,CBGDIJWINPWWJW-IYSWYEEDSA-N
C000499,14833,[O-2].[O-2].[O-2].[Fe+3].[Fe+3],LIKBJVNGSGBSGK-UHFFFAOYSA-N
D019327,24462,[O-]S(=O)(=O)[O-].[Cu+2],ARUVKPQLZAKDPS-UHFFFAOYSA-L
D019287,24424,[O-]S(=O)(=O)[O-].[Zn+2],NWONKYPBYAMBJT-UHFFFAOYSA-L
C029892,24014,Cl[Cu]Cl,ORTQZVOHEJQUHG-UHFFFAOYSA-L
C457499,644213,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,DNTSIBUQMRRYIU-UHFFFAOYSA-N
D002248,281,[C-]#[O+],UGFAIRIUMAVXCW-UHFFFAOYSA-N
D006427,4971,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C,ZCFFYALKHPIRKJ-UHFFFAOYSA-N
D047310,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,KZNIFHPLKGYRTM-UHFFFAOYSA-N
C043561,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,RTIXKCRFFJGDFG-UHFFFAOYSA-N
C006552,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,IYRMWMYZSQPJKC-UHFFFAOYSA-N
C005273,439246,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-ZDUSSCGKSA-N
D047311,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,IQPNAANSBPBGFQ-UHFFFAOYSA-N
C004541,5280373,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,WUADCCWRTIWANL-UHFFFAOYSA-N
C004742,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N
C040920,638278,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,DXDRHHKMWQZJHT-FPYGCLRLSA-N
C033607,5281807,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,HKEAFJYKMMKDOR-VPRICQMDSA-N
D004642,3220,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,RHMXXJGYXNZAPX-UHFFFAOYSA-N
D004970,5870,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,DNXHEGUUPJUMQT-CBZIJGRNSA-N
D004964,5756,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,PROQIPRRNZUXQM-ZXXIGWHRSA-N
D006581,8370,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,CKAPSXZOOQJIBF-UHFFFAOYSA-N
D002726,1794427,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,CWVRJTMFETXNAD-JUHZACGLSA-N
C004999,445858,COC1=C(C=CC(=C1)C=CC(=O)O)O,KSEBMYQBYZTDHS-HWKANZROSA-N
C040048,689043,C1=CC(=C(C=C1C=CC(=O)O)O)O,QAIPRVGONGVQAS-DUXPYHPUSA-N
D004610,5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,AFSDNFLWKVMVRB-UHFFFAOYSA-N
C040015,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,IKMDFBPHZNJCSN-UHFFFAOYSA-N
C016299,2703,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5,LLEJIEBFSOEYIV-UHFFFAOYSA-N
D005707,370,C1=C(C=C(C(=C1O)O)O)C(=O)O,LNTHITQWFMADLM-UHFFFAOYSA-N
C038983,2723631,CNC(=S)NC,VLCDUOXHFNUCKK-UHFFFAOYSA-N
D004121,679,CS(=O)C,IAZDPXIOMUYVGZ-UHFFFAOYSA-N
D004128,6124,CN(C)N=O,UMFJAHHVKNCGLG-UHFFFAOYSA-N
D013853,2723949,CC(=S)N,YUKQRDCYNOVPGJ-UHFFFAOYSA-N
C018855,16043,CC(C)(C)C1=C(C=CC(=C1)O)O,BGNXCDMCOKJUMV-UHFFFAOYSA-N
D008628,23931,[Hg],QSHDDOUJBYECFT-UHFFFAOYSA-N
C025589,442530,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,RWQKHEORZBHNRI-BMIGLBTASA-N
C058305,16741,C1=CC=C(C=C1)CCN=C=S,IZJDOKYDEWTZSO-UHFFFAOYSA-N
C016766,5350,CS(=O)CCCCN=C=S,SUVMJBTUFCVSAD-UHFFFAOYSA-N
C038491,11617,C=CCSCC=C,UBJVUCKUDDKUJF-UHFFFAOYSA-N
C028009,16590,C=CCSSCC=C,PFRGXCVKLLPLIP-UHFFFAOYSA-N
C005705,5154,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,INVGWHRKADIJHF-UHFFFAOYSA-N
D001663,5280352,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C,BPYKTIZUTYGOLE-IFADSCNNSA-N
C000228,2236,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O,BBFQZRXNYIEMAW-UHFFFAOYSA-N
C068623,442009,CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O,XUSYGBPHQBWGAD-PJSUUKDQSA-N
C020754,5311102,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C=C(C1OC)C2=O)C)OC)OC(=O)N)C)C)OC)OC,MCAHMSDENAOJFZ-BVXDHVRPSA-N
C498045,9818919,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=C(C=C2)CO[N+](=O)[O-],CTHNKWFUDCMLIQ-UHFFFAOYSA-N
D019324,2361,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43,OUGIDAPQYNCXRA-UHFFFAOYSA-N
C001899,107985,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C,DFBIRQPKNDILPW-CIVMWXNOSA-N
C057862,445434,CC1C(NC(=O)C(NC(=O)C(C(NC(=O)C(NC(=O)C(NC(=O)C(=C)N(C(=O)CCC(NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C,ZYZCGGRZINLQBL-GWRQVWKTSA-N
C104536,639665,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)C,ORXQGKIUCDPEAJ-YRNVUSSQSA-N
D009828,10494,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,MIJYXULNPSFWEK-GTOFXWBISA-N
C015329,446925,CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,OAIJSZIZWZSQBC-GYZMGTAESA-N
C088860,4705,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC,LSPANGZZENHZNJ-UHFFFAOYSA-N
C412373,4878,CC(C)(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)Cl)N,PBBRWFOVCUAONR-UHFFFAOYSA-N
C085746,5281847,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C=CC4=CC=CC=C4)O)O,DEZFNHCVIZBHBI-ZHACJKMWSA-N
C088060,2399,C1=CC=C2C(=C1)C(=CN2)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,DQYBRTASHMYDJG-UHFFFAOYSA-N
D004050,8987,CCN(CC)C(=S)S,LMBWSYZSUOEYSN-UHFFFAOYSA-N
D008344,3032581,C(CNC(=S)[S-])NC(=S)[S-].[Mn+2],YKSNLCVSTHTHJA-UHFFFAOYSA-L
C013099,76957227,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Mn+2].[Mn+2].[Mn+2].[Mn+2].[Mn+2].[Mn+2].[Mn+2].[Mn+2].[Zn+2],UYNPYIFEUKYCHF-UHFFFAOYSA-A
D002635,10133,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,RUDATBOHQWOJDD-BSWAIDMHSA-N
D008095,9903,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,SMEROWZSTRWXGI-HVATVPOCSA-N
D003840,222528,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,KXGVEGMKQFWNSR-LLQZFEROSA-N
D014580,31401,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,RUDATBOHQWOJDD-UZVSRGJWSA-N
C419708,123631,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,XGALLCVXEZPNRQ-UHFFFAOYSA-N
C014347,451668,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,XAUDJQYHKZQPEU-KVQBGUIXSA-N
C012589,444732,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,RTKIYFITIVXBLE-QEQCGCAPSA-N
C400082,387447,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,GXJABQQUPOEUTA-RDJZCZTQSA-N
C111237,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,WAEXFXRVDQXREF-UHFFFAOYSA-N
C087123,5352062,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,OHRURASPPZQGQM-GCCNXGTGSA-N
C067311,148124,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,ZDZOTLJHXYCWBA-VCVYQWHSSA-N
C051890,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,UWKQSNNFCGGAFS-XIFFEERXSA-N
C072553,462382,CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1,TZYWCYJVHRLUCT-VABKMULXSA-N
C001277,5288382,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,QTQAWLPCGQOSGP-KSRBKZBZSA-N
C027576,5283344,CCCCCC(C=CC=O)O,JVJFIQYAHPMBBX-FNORWQNLSA-N
D015237,5280363,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O,PXGPLTODNUVGFL-YNNPMVKQSA-N
D014801,445354,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,FPIPGXGPPPQFEQ-OVSJKPMPSA-N
C524478,135484659,CC1=C(N(N=C1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C4=CC=C(C=C4)OCCN5CCCCC5,TXLGPGWHIIHRHH-UHFFFAOYSA-N
D001971,31101,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,OZVBMTJYIDMWIL-AYFBDAFISA-N
D001280,2256,CCNC1=NC(=NC(=N1)Cl)NC(C)C,MXWJVTOOROXGIU-UHFFFAOYSA-N
D012839,5216,CCNC1=NC(=NC(=N1)Cl)NCC,ODCWYMIRDDJXKW-UHFFFAOYSA-N
D015124,32014,C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)O,DVKQVRZMKBDMDH-UUOKFMHZSA-N
D017258,6279,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,PSGAAPLEWMOORI-PEINSRQWSA-N
D013739,6013,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N
D004967,5757,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,VOXZDWNPVJITMN-ZBRFXRBCSA-N
D004051,8343,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,BJQHLKABXJIVAM-UHFFFAOYSA-N
C016599,20393,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O,DJDSLBVSSOQSLW-UHFFFAOYSA-N
D004054,448537,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,RGLYKWWBQGJZGM-ISLYRVAYSA-N
C006780,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,IISBACLAFKSPIT-UHFFFAOYSA-N
D008731,4115,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,IAKOZHOLGAGEJT-UHFFFAOYSA-N
D005485,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,MKXKFYHWDHIYRV-UHFFFAOYSA-N
D002706,5993,C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,BIWJNBZANLAXMG-UHFFFAOYSA-N
D004026,969491,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,DFBKLUNHFCTMDC-PICURKEMSA-N
D006533,3589,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,FRCCEHPWNOQAEU-UHFFFAOYSA-N
D004726,3224,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,RDYMFSUJUZBWLH-UHFFFAOYSA-N
D001556,727,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,JLYXXMFPNIAWKQ-UHFFFAOYSA-N
C082360,3352,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,ZOCSXAVNDGMNBV-UHFFFAOYSA-N
D003634,3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,YVGGHNCTFXOJCH-UHFFFAOYSA-N
C016340,13089,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,CVUGPAFCQJIYDT-UHFFFAOYSA-N
D008939,4211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,JWBOIMRXGHLCPP-UHFFFAOYSA-N
D020111,40470,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,AUGNBQPSMWGAJE-UHFFFAOYSA-N
D004390,2730,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,SBPBAQFWLVIOKP-UHFFFAOYSA-N
D008999,5371562,CC(=CC(=O)NC)OP(=O)(OC)OC,KRTSDMXIXPKRQR-AATRIKPKSA-N
C017160,2912,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,KAATUXNTWXVJKI-UHFFFAOYSA-N
D026023,40326,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,RLLPVAHGXHCWKJ-UHFFFAOYSA-N
C017180,40585,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C,OWZREIFADZCYQD-NSHGMRRFSA-N
C052570,104926,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,QQODLKZGRKWIFG-UHFFFAOYSA-N
D003345,5753,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,OMFXVFTZEKFJBZ-HJTSIMOOSA-N
D053260,5462310,[C],OKTJSMMVPCPJKN-UHFFFAOYSA-N
D006118,441140,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,DDUHZTYCFQRHIY-RBHXEPJQSA-N
D004656,5388962,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,GBXSMTUPTTWBMN-XIRDDKMYSA-N
C081643,2541,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,HTQMVQVXFRQIKW-UHFFFAOYSA-N
C043211,2585,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,OGHNVEJMJSYVRP-UHFFFAOYSA-N
D007545,3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,JWZZKOKVBUJMES-UHFFFAOYSA-N
D011224,68546,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,WFXFYZULCQKPIP-UHFFFAOYSA-N
D007980,6047,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,WTDRDQBEARUVNC-LURJTMIESA-N
D003024,135398737,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,QZUDBNBUXVUHMW-UHFFFAOYSA-N
D006220,3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,LNEPOXFFQSENCJ-UHFFFAOYSA-N
D010862,5909,CCC1C(COC1=O)CC2=CN=CN2C.Cl,RNAICSBVACLLGM-GNAZCLTHSA-N
D007505,105075,OS(=O)(=O)O.[Fe],MVZXTUSAYBWAAM-UHFFFAOYSA-N
C017228,25892,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C=CC(C5O)O)C=C2,YDXRLMMGARHIIC-UHFFFAOYSA-N
D016685,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,NWIBSHFKIJFRCO-WUDYKRTCSA-N
