PubchemCTD,CID,CanonicalSMILES,InChIKey
D001514,133082063,CCC(C)C(C(=O)NCC(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CO)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(C(C)CC)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CNC(=O)N)C(=O)N(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)CN,PZEUTLIKVUEDLB-UHFFFAOYSA-N
C042431,107650,CCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,HMFDVPSBWOHOAP-YUMQZZPRSA-N
D010618,1318,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,DGEZNRSVGBDHLK-UHFFFAOYSA-N
D011429,460,COC1=CC=CC=C1O,LHGVFZTZFXWLCP-UHFFFAOYSA-N
C121465,3025961,CC1=NC(=CC=C1)C#CC2=CC=CC=C2,NEWKHUASLBMWRE-UHFFFAOYSA-N
D012436,34755,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,MEFKEPWMEQBLKI-AIRLBKTGSA-N
C070055,35823,C1=CC(=C(C=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl,IUTPYMGCWINGEY-UHFFFAOYSA-N
C003001,91474,CC(C)CCCC(C)C1CCC2C1(CCC3C2C(=O)C=C4C3(CCC(C4)O)C)C,YIKKMWSQVKJCOP-ABXCMAEBSA-N
C016837,5727,Cl[Zn]Cl,JIAARYAFYJHUJI-UHFFFAOYSA-L
D013498,5361,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C,FIAFUQMPZJWCLV-UHFFFAOYSA-N
C074283,222757,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,UYIFTLBWAOGQBI-BZDYCCQFSA-N
C028801,14915,O=[Cr](=O)=O,WGLPBDUCMAPZCE-UHFFFAOYSA-N
D004110,62920,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,HDRXZJPWHTXQRI-BHDTVMLSSA-N
D007649,3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,YQEZLKZALYSWHR-UHFFFAOYSA-N
D015742,4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,OLBCVFGFOZPWHH-UHFFFAOYSA-N
C009495,26042,O=[Ti]=O,GWEVSGVZZGPLCZ-UHFFFAOYSA-N
D008691,4095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,USSIQXCVUWKGNF-UHFFFAOYSA-N
D009020,5288826,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,BQJCRHHNABKAKU-KBQPJGBKSA-N
D013196,10635,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,NVKAWKQGWWIWPM-ABEVXSGRSA-N
C053541,2375,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,LKJPYSCBVHEWIU-UHFFFAOYSA-N
D013395,5988,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,CZMRCDWAGMRECN-UGDNZRGBSA-N
C070379,3034747,CC(=O)OCOC(=O)CN(CC(=O)O)C1=CC=CC=C1OCCOC2=CC=CC=C2N(CC(=O)O)CC(=O)O,ZYOUCRHWAYJCPN-UHFFFAOYSA-N
D004533,6207,C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,DEFVIWRASFVYLL-UHFFFAOYSA-N
C109986,1598,B(C1=CC=CC=C1)(C2=CC=CC=C2)OCCN,BLZVCIGGICSWIG-UHFFFAOYSA-N
D002118,5460341,[Ca],OYPRJOBELJOOCE-UHFFFAOYSA-N
C072105,5312122,CN(CC=CC1=CC=C(C=C1)Cl)CC2=CC=CC=C2N(CCO)S(=O)(=O)C3=CC=C(C=C3)OC,LLLQTDSSHZREGW-AATRIKPKSA-N
C511402,107876,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC4(C(C(C5=C(C=C(C=C5O4)O)O)O)O)C6=CC(=C(C=C6)O)O,HGVVOUNEGQIPMS-UHFFFAOYSA-N
D003620,6914273,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],OZOMQRBLCMDCEG-VIZOYTHASA-N
D015056,3758,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2,APIXJSLKIYYUKG-UHFFFAOYSA-N
D005576,47936,CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O,OHCQJHSOBUTRHG-KGGHGJDLSA-N
C063509,449241,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br,ZKZXNDJNWUTGDK-NSCUHMNNSA-N
D000242,6076,C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,IVOMOUWHDPKRLL-KQYNXXCUSA-N
D004052,5921,CCN(CC)N=O,WBNQDOYYEUMPFS-UHFFFAOYSA-N
D010882,5794,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,FIPWRIJSWJWJAI-UHFFFAOYSA-N
D011192,24502,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+],KMUONIBRACKNSN-UHFFFAOYSA-N
C406082,161491,C[As](O)O,OXBIRPQQKCQWGV-UHFFFAOYSA-N
D001115,2230,CN1CCC=C(C1)C(=O)OC,HJJPJSXJAXAIPN-UHFFFAOYSA-N
D001728,54676038,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,DOBMPNYZJYQDGZ-UHFFFAOYSA-N
D003545,5862,C(C(C(=O)O)N)S,XUJNEKJLAYXESH-REOHCLBHSA-N
C058956,5281800,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,FBSKJMQYURKNSU-ZLSOWSIRSA-N
C095104,3922,CC1=CC2=C(C=C1C3(CC3)C4=NC=C(C=C4)C(=O)O)C(CCC2(C)C)(C)C,SLXTWXQUEZSSTJ-UHFFFAOYSA-N
D017311,2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,HTIQEAQVCYTUBX-UHFFFAOYSA-N
C060298,88881,COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=CC=CC=C3,JRFZSUMZAUHNSL-UHFFFAOYSA-N
D001374,9444,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,NMUSYJAQQFHJEW-KVTDHHQDSA-N
D002330,2578,C(CCl)NC(=O)N(CCCl)N=O,DLGOEMSEDOSKAD-UHFFFAOYSA-N
C064976,4578,C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N,KRWMERLEINMZFT-UHFFFAOYSA-N
C027185,10177,C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O,JNLNPCNGMHKCKO-UHFFFAOYSA-N
D011796,237,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,GPKJTRJOBQGKQK-UHFFFAOYSA-N
C063998,14217092,CC=C1C(=O)NC(C(C(=O)NC(C(=O)NC(C(C(=O)NC(CCC(=O)N1C)C(=O)O)C)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C)CCCN=C(N)N)C)C(=O)O,IXBQSRWSVIBXNC-HSKGSTCASA-N
C561619,25093353,CS(=O)(=O)N1CCC(CC1)NC(=O)NC2=CC=C(C=C2)OC(F)(F)F,YORLNOBDSZJFQQ-UHFFFAOYSA-N
C012906,107982,CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,XJQPQKLURWNAAH-UHFFFAOYSA-N
D004126,6228,CN(C)C=O,ZMXDDKWLCZADIW-UHFFFAOYSA-N
D008797,4174,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,FJLBFSROUSIWMA-UHFFFAOYSA-N
D005411,136917,C1=CC=C(C=C1)OP2(=NP(=NP(=N2)(OC3=CC=CC=C3)OC4=CC=CC=C4)(OC5=CC=CC=C5)OC6=CC=CC=C6)OC7=CC=CC=C7,RNFJDJUURJAICM-UHFFFAOYSA-N
C002741,6046,C1COCCN1N=O,ZKXDGKXYMTYWTB-UHFFFAOYSA-N
D015127,6001,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,ARSRBNBHOADGJU-UHFFFAOYSA-N
D007529,72304,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O,GOMNOOKGLZYEJT-UHFFFAOYSA-N
C031721,931,C1=CC=C2C=CC=CC2=C1,UFWIBTONFRDIAS-UHFFFAOYSA-N
D013311,29327,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,ZSJLQEPLLKMAKR-GKHCUFPYSA-N
D006861,784,OO,MHAJPDPJQMAIIY-UHFFFAOYSA-N
D013806,2153,CN1C2=C(C(=O)N(C1=O)C)NC=N2,ZFXYFBGIUFBOJW-UHFFFAOYSA-N
D016642,444,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,SNPPWIUOZRMYNY-UHFFFAOYSA-N
C093285,135402056,C(CN(CCN)[N+](=NO)[O-])N,YNRCBOXEDICOIX-CLFYSBASSA-N
D016604,186907,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N
C039281,8029,C1=COC=C1,YLQBMQCUIZJEEH-UHFFFAOYSA-N
D001151,5359596,[As],RQNWIZPPADIBDY-UHFFFAOYSA-N
D002794,305,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N
D008715,6137,CSCCC(C(=O)O)N,FFEARJCKVFRZRR-BYPYZUCNSA-N
D005492,135398658,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,OVBPIULPVIDEAO-LBPRGKRZSA-N
D003976,3017,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,FHIVAFMUCKRCQO-UHFFFAOYSA-N
D003486,5975,[C-]#N,XFXPMWWXUTWYJX-UHFFFAOYSA-N
C024565,11,C(CCl)Cl,WSLDOOZREJYCGB-UHFFFAOYSA-N
C008385,31368,CC(=C)C#N,GYCMBHHDWRMZGG-UHFFFAOYSA-N
C049947,135413511,C1=CC=C2C(=C1)[N+](=C(N=[N+]2[O-])N)[O-],ORYDPOVDJJZGHQ-UHFFFAOYSA-N
C001969,1982,CC(=O)NP(=O)(OC)SC,YASYVMFAVPKPKE-UHFFFAOYSA-N
D001622,247,C[N+](C)(C)CC(=O)[O-],KWIUHFFTVRNATP-UHFFFAOYSA-N
D014805,5311498,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],FDJOLVPMNUYSCM-WZHZPDAFSA-L
D002331,10917,C[N+](C)(C)CC(CC(=O)[O-])O,PHIQHXFUZVPYII-ZCFIWIBFSA-N
C073718,11393311,CCCCCC1=CC(=O)C(=C(C1=O)O)C2C=C(CCC2C(=C)C)C,WDXXEUARVHTWQF-DLBZAZTESA-N
D000640,1639,C1=NNC(=N1)N,KLSJWNVTNUYHDU-UHFFFAOYSA-N
D011748,1057,C1=CC(=C(C(=C1)O)O)O,WQGWDDDVZFFDIG-UHFFFAOYSA-N
D000181,7855,C=CC#N,NLHHRLWOUZZQLW-UHFFFAOYSA-N
D009553,4497,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,UIAGMCDKSXEBJQ-UHFFFAOYSA-N
D048271,71853,COC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)N)O)N)O)N)O)N)O)N)O)N)O,FLASNYPZGWUPSU-SICDJOISSA-N
D012110,5770,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,QEVHRUUCFGRFIF-MDEJGZGSSA-N
D008775,6741,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,VHRSUDSXCMQTMA-PJHHCJLFSA-N
D002738,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,WHTVZRBIWZFKQO-UHFFFAOYSA-N
C473478,5329102,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,WINHZLLDWRZWRT-ATVHPVEESA-N
D008623,1567,C(CS)O,DGVVWUTYPXICAM-UHFFFAOYSA-N
C099952,6442842,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,OMFRMAHOUUJSGP-IRHGGOMRSA-N
C019304,2763,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,KPSRODZRAIWAKH-UHFFFAOYSA-N
C031365,115056,CC1(C2CC(C(O1)(C(C2)O)C)O)C,JSNQSLSBBZFGBM-UHFFFAOYSA-N
C065180,1548972,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,FJLGEFLZQAZZCD-JUFISIKESA-N
D014577,1179,C1C2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C1N5)CCC(=O)O)CC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O,HUHWZXWWOFSFKF-UHFFFAOYSA-N
D061466,92727,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,KJHKTHWMRKYKJE-SUGCFTRWSA-N
D010480,4746,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,CYXKNKQEMFBLER-UHFFFAOYSA-N
C497286,5388063,COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,GDHNBPHYVRHYCC-SNAWJCMRSA-N
C417521,176158,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl,JCSGFHVFHSKIJH-UHFFFAOYSA-N
C096918,464205,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,SGOIRFVFHAKUTI-ZCFIWIBFSA-N
C055421,15978579,CCC1=C(C2=NC1=CC3=C(C(=C([N-]3)C=C4C(=C(C(=CC5=NC(=C2)C(=C5C)CC)[N-]4)C)CCC(=O)O)CCC(=O)O)C)C.[Cl-].[Cl-].[Sn+4],LLDZJTIZVZFNCM-UHFFFAOYSA-J
D000728,5995,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,PDMMFKSKQVNJMI-BLQWBTBKSA-N
C037032,5281616,C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,VCCRNZQBSJXYJD-UHFFFAOYSA-N
C459179,4521392,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,FHYUGAJXYORMHI-UHFFFAOYSA-N
C049584,1530,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N,UQVKZNNCIHJZLS-UHFFFAOYSA-N
C036989,62274,CC1=CC2=C(C=CC=N2)C3=C1N(C(=N3)N)C,GMGWMIJIGUYNAY-UHFFFAOYSA-N
C036990,62275,CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,DVCCCQNKIYNAKB-UHFFFAOYSA-N
C029216,53462,CN1C2=C(C3=C(C=C2)N=CC=C3)N=C1N,ARZWATDYIYAUTA-UHFFFAOYSA-N
C017963,27492,C=COC(=O)N,LVLANIHJQRZTPY-UHFFFAOYSA-N
C002478,65149,CC1=CC(=C2C=CC3=C(C=C(N=C3C2=N1)C)C4=CC=CC=C4)C5=CC=CC=C5,STTGYIUESPWXOW-UHFFFAOYSA-N
C031364,160611,C1=CC(=CC=C1CN=C=S)O,ATKWJXUJUNLTFU-UHFFFAOYSA-N
C082585,10455,CS(=O)CCCN=C=S,LELAOEBVZLPXAZ-UHFFFAOYSA-N
C031403,2346,C1=CC=C(C=C1)CN=C=S,MDKCFLQDBWCQCV-UHFFFAOYSA-N
C080501,1352,CC1CN(CCN1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,QGSCXAWTTISKLF-UHFFFAOYSA-N
C101036,516859,[NH4+].[O-][V](=O)=O,UNTBPXHCXVWYOI-UHFFFAOYSA-O
C057286,97598,C1C2=CC=CC=C2C3=C1C4=CC=CC=C4N3,BMGLVVNENOOPFC-UHFFFAOYSA-N
C005939,5356793,C(=CC(=O)O)C=CC(=O)O,TXXHDPDFNKHHGW-ZPUQHVIOSA-N
D002083,24667,CC(C)(C)C1=C(C=CC(=C1)O)OC.CC(C)(C)C1=C(C=CC(=C1)OC)O,CZBZUDVBLSSABA-UHFFFAOYSA-N
D005015,3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,DECIPOUIJURFOJ-UHFFFAOYSA-N
C053400,108052,CC12CCC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3,DNJVYWXIDISQRD-HWUKTEKMSA-N
C053401,114778,CC12C=CC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3,JEKMKNDURXDJAD-HWUKTEKMSA-N
D004976,3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,AVOLMBLBETYQHX-UHFFFAOYSA-N
C030123,323,C1=CC=C2C(=C1)C=CC(=O)O2,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N
C012085,31356,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,PQYJRMFWJJONBO-UHFFFAOYSA-N
C006426,104756,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C6C(O6)OC5OC4=C1,KHBXRZGALJGBPA-IRWJRLHMSA-N
D015737,4499,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,VKQFCGNPDRICFG-UHFFFAOYSA-N
C100422,9140,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4C5=CC=CC=C35,JZOIZKBKSZMVRV-UHFFFAOYSA-N
C012606,7833,C1CC2C(O2)CC1C3CO3,OECTYKWYRCHAKR-UHFFFAOYSA-N
D008625,5483,CC(C(=O)NCC(=O)O)S,YTGJWQPHMWSCST-UHFFFAOYSA-N
C031294,7964,C1=CC=C(C=C1)Cl,MVPPADPHJFYWMZ-UHFFFAOYSA-N
D005273,3334,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,HDDSHPAODJUKPD-UHFFFAOYSA-N
D017332,55182,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,PGLIUCLTXOYQMV-UHFFFAOYSA-N
C041359,1549008,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,DOMXUEMWDBAQBQ-WEVVVXLNSA-N
D017964,55283,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,VHVPQPYKVGDNFY-ZPGVKDDISA-N
C004965,3663,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O,YDOIFHVUBCIUHF-UHFFFAOYSA-N
D009568,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,PVHUJELLJLJGLN-UHFFFAOYSA-N
D013844,9256,C1=CSC=N1,FZWLAAWBMGSTSO-UHFFFAOYSA-N
C031763,7845,C=CC=C,KAKZBPTYRLMSJV-UHFFFAOYSA-N
D014752,6338,C=CCl,BZHJMEDXRYGGRV-UHFFFAOYSA-N
C071834,91550,C1C(O1)C(=O)N,FMAZQSYXRGRESX-UHFFFAOYSA-N
D011084,2148,C1=CC(=CC=C1C(=O)NCC(=O)O)N,HSMNQINEKMPTIC-UHFFFAOYSA-N
D001554,241,C1=CC=CC=C1,UHOVQNZJYSORNB-UHFFFAOYSA-N
D020058,7501,C=CC1=CC=CC=C1,PPBRXRYQALVLMV-UHFFFAOYSA-N
C063855,6438357,CC1C(NC(=O)C(NC(=O)C(C(NC(=O)C(NC(=O)C(NC(=O)C(=C)N(C(=O)CCC(NC1=O)C(=O)O)C)C)CCCN=C(N)N)C(=O)O)C)CCCN=C(N)N)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C,JIGDOBKZMULDHS-UUHBQKJESA-N
D007736,3845,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,HCZHHEIFKROPDY-UHFFFAOYSA-N
C025223,31275,C1COCCO1,RYHBNJHYFVUHQT-UHFFFAOYSA-N
C024555,24380,Cl[Fe](Cl)Cl,RBTARNINKXHZNM-UHFFFAOYSA-K
D020106,6579,C=CC(=O)N,HRPVXLWXLXDGHG-UHFFFAOYSA-N
D019826,221493,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,BHQCQFFYRZLCQQ-OELDTZBJSA-N
C013690,7276,C1C(O1)C2=CC=CC=C2,AWMVMTVKBNGEAK-UHFFFAOYSA-N
C032159,6342,CC#N,WEVYAHXRMPXWCK-UHFFFAOYSA-N
C001326,68094,CC1=C2C(=C3C=CC(=O)C=C3N2)C=CN1,LBBJNGFCXDOYMQ-UHFFFAOYSA-N
D015081,7057,C1=CC=C2C=C(C=CC2=C1)N,JBIJLHTVPXGSAM-UHFFFAOYSA-N
C017821,62244,CC1=CC2=C(NC3=CC=CC=C32)N=C1N,IVLCGFRPPGNALI-UHFFFAOYSA-N
C117220,2825690,C1=CC=C2C(=C1)C3=C4C(=C(C=C3)[N+](=O)[O-])C=CC=C4C2=O,QAJOWHGESRCVLY-UHFFFAOYSA-N
D000588,222,N,QGZKDVFQNNGYKY-UHFFFAOYSA-N
C012177,1539,C1C2=CC=CC=C2C3=C1C=C(C=C3)N,CFRFHWQYWJMEJN-UHFFFAOYSA-N
C006757,7102,C1=CC=C(C=C1)C2=CC=C(C=C2)N,DMVOXQPQNTYEKQ-UHFFFAOYSA-N
D002338,152743345,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C,KBPHJBAIARWVSC-TWGKZGRNSA-N
D014295,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,IEDVJHCEMCRBQM-UHFFFAOYSA-N
D006221,3562,C(C(F)(F)F)(Cl)Br,BCQZXOMGPXTTIC-UHFFFAOYSA-N
D006418,26945,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Fe+2],KABFMIBPWCXCRK-UHFFFAOYSA-L
D003543,6058,C(CS)N,UFULAYFCSOUIOV-UHFFFAOYSA-N
C005274,442428,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,DFPMSGMNTNDNHN-ZPHOTFPESA-N
C090859,115239,CS(=O)(=O)C1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)F,JHBIMJKLBUMNAU-UHFFFAOYSA-N
C093875,23663996,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],LBFBRXGCXUHRJY-HKHDRNBDSA-M
C047681,4887,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,NBQKINXMPLXUET-UHFFFAOYSA-N
D003676,2973,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,UBQYURCVBFRUQT-UHFFFAOYSA-N
D019342,176,CC(=O)O,QTBSBXVTEAMEQO-UHFFFAOYSA-N
D005472,3385,C1=C(C(=O)NC(=O)N1)F,GHASVSINZRGABV-UHFFFAOYSA-N
C479553,6857686,CCC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)CC)O,OXHNQTSIKGHVBH-ANULTFPQSA-N
C475093,9600409,C1=CC(=CC=C1C2=C(N3C=CSC3=N2)C=NOCC4=CC(=C(C=C4)Cl)Cl)Cl,ZQWBOKJVVYNKTL-AUEPDCJTSA-N
D007555,9254,C1=CON=C1,CTAPFRYPJLPFDF-UHFFFAOYSA-N
C000658,92877,CC12CCCC1C3CCC4CC(CCC4(C3CC2)C)O,DJTOLSNIKJIDFF-LOVVWNRFSA-N
C031390,6436082,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C,NCYCYZXNIZJOKI-MKOSUFFBSA-N
C065719,54692492,CC(=O)C(C(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O)O,BPZSPAZBZFZZBN-UHFFFAOYSA-N
C059853,54682146,CC(=O)CC(C1=CC=C(C=C1)O)C2=C(C3=CC=CC=C3OC2=O)O,RRZWAMPDGRWRPF-UHFFFAOYSA-N
D008617,4060,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,GMHKMTDVRCWUDX-UHFFFAOYSA-N
C008838,17435,CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC,XAMUDJHXFNRLCY-UHFFFAOYSA-N
